1	0	0	-4.755282581475768	2.
2	0	0	4.755282581475768	3.
3	-4.2532540417602	0	-2.1266270208800995	4.
4	4.2532540417602	0	2.1266270208800995	5.
5	3.440954801177934	-2.5	-2.1266270208800995	6.
6	3.440954801177934	2.5	-2.1266270208800995	7.
7	-3.440954801177934	-2.5	2.1266270208800995	8.
8	-3.440954801177934	2.5	2.1266270208800995	9.
9	-1.314327780297834	-4.045084971874737	-2.1266270208800995	10.
10	-1.314327780297834	4.045084971874737	-2.1266270208800995	11.
11	1.314327780297834	-4.045084971874737	2.1266270208800995	12.
12	1.314327780297834	4.045084971874737	2.1266270208800995	13.
